,0,1,2,3,4
0,11.064718162839249,12.45650661099513,9.324982602644399,8.420320111343075,10.368823938761308
1,10.786360473208072,12.943632567849686,12.10855949895616,11.6214335421016,11.899791231732777
2,12.526096033402922,17.81489213639527,11.830201809324983,16.84064022268615,12.038970076548365
3,15.657620041753653,19.206680584551147,14.40501043841336,19.7633959638135,12.804453723034099
4,20.11134307585247,20.80723729993041,17.88448155880306,25.12178148921364,15.031315240083506
5,21.781489213639528,22.19902574808629,16.84064022268615,27.696590118302016,17.4669450243563
6,25.052192066805844,23.2428670842032,17.32776617954071,29.018789144050107,19.624217118997915
7,27.696590118302016,24.4258872651357,18.789144050104383,32.01113430758525,22.19902574808629
8,24.77383437717467,26.65274878218511,23.382045929018787,32.84620737647877,24.14752957550452
9,27.55741127348643,28.39248434237996,24.356297842727905,34.794711203897,27.20946416144746
10,33.40292275574113,28.114126652748784,26.583159359777316,34.168406402226864,27.97494780793319
11,34.585942936673625,29.366736256089077,25.5393180236604,36.95198329853862,30.062630480167012
12,33.890048712595686,30.619345859429366,31.454418928322898,38.552540013917884,30.89770354906054
13,35.07306889352819,31.176061238691723,34.23799582463465,39.31802366040362,32.637439109255396
14,39.94432846207376,32.42867084203201,35.76896311760612,40.292275574112736,31.106471816283925
15,38.90048712595686,35.421016005567154,35.142658315935975,40.91858037578288,36.53444676409186
16,41.823242867084204,34.30758524704245,37.92623521224774,40.431454418928325,36.39526791927627
17,41.19693806541406,34.30758524704245,37.995824634655534,41.19693806541406,36.60403618649965
18,43.84133611691023,33.7508698677801,39.80514961725818,40.01391788448156,44.32846207376478
19,41.962421711899786,32.77661795407098,37.64787752261656,41.823242867084204,43.35421016005567
20,42.72790535838553,36.25608907446068,42.379958246346554,41.266527487821854,43.702157272094645
21,43.63256784968685,36.81280445372303,43.35421016005567,40.6402226861517,45.650661099512874
22,45.650661099512874,38.06541405706332,45.3027139874739,43.14544189283229,47.73834377174669
23,42.31036882393876,39.526791927627,44.119693806541406,43.702157272094645,49.75643702157272
24,46.13778705636743,39.80514961725818,46.972860125260965,40.988169798190675,51.913709116214335
25,46.06819763395964,40.01391788448156,46.694502435629786,43.21503131524008,53.93180236604036
26,44.46764091858037,39.38761308281141,45.372303409881695,42.79749478079332,50.45233124565066
27,47.45998608211552,39.735560194850386,45.92901878914405,44.537230340988174,52.12247738343771
28,49.89561586638831,40.292275574112736,44.119693806541406,46.207376478775224,52.67919276270007
29,51.913709116214335,42.10160055671538,46.5553235908142,45.92901878914405,53.79262352122477
30,49.965205288796106,42.10160055671538,47.32080723729993,44.676409185803756,52.609603340292274
31,48.643006263048015,42.86708420320111,49.82602644398052,45.650661099512874,59.081419624217126
32,50.66109951287404,45.372303409881695,47.45998608211552,45.92901878914405,61.51704940848991
33,51.28740431454419,44.39805149617258,49.06054279749478,45.85942936673625,58.66388308977035
34,53.79262352122477,45.85942936673625,51.217814892136396,46.83368128044537,56.57620041753654
35,54.00139178844816,43.28462073764788,51.00904662491301,47.45998608211552,55.94989561586638
36,51.63535142658316,41.127348643006265,49.199721642310365,47.04244954766875,63.535142658315934
37,52.19206680584551,40.848990953375086,52.19206680584551,45.78983994432846,62.49130132219902
38,51.63535142658316,42.72790535838553,49.965205288796106,48.99095337508699,64.50939457202504
39,53.027139874739035,45.58107167710508,51.496172581767574,50.800278357689635,64.37021572720947
40,54.97564370215727,47.04244954766875,50.45233124565066,50.31315240083507,59.98608211551845
41,54.210160055671544,45.85942936673625,52.26165622825331,50.382741823242874,63.18719554627697
42,52.331245650661096,47.04244954766875,51.496172581767574,51.42658315935977,63.465553235908146
43,54.00139178844816,45.233124565066106,52.609603340292274,50.24356297842728,62.352122477383446
44,58.80306193458594,48.15588030619346,53.79262352122477,49.89561586638831,65.06610995128742
45,60.61238691718859,48.364648573416844,54.07098121085595,54.00139178844816,65.34446764091858
46,58.80306193458594,48.99095337508699,53.93180236604036,53.37508698677801,64.64857341684063
47,59.98608211551845,48.57341684064022,48.921363952679194,53.444676409185796,62.14335421016005
48,60.33402922755741,47.390396659707726,53.16631871955463,53.86221294363257,63.952679192762695
49,60.61238691718859,44.39805149617258,49.199721642310365,54.97564370215727,63.74391092553932
50,62.07376478775226,43.0758524704245,55.045233124565065,52.67919276270007,66.31871955462769
